# SIPES, Base de Titulos Universitarios (DNGU), https://sipes.siu.edu.ar/buscar_titulos_form.php . Todas las paginas del buscador para las cinco instituciones, consultado el 2026-09-08 (hora de Argentina, noche del 7) con el formulario y su paginado. UTN es la universidad entera (no se puede filtrar por Facultad Regional); Siglo 21 dicta a distancia.
cod_institucion,institucion,titulo,carrera,resolucion_reconocimiento_oficial,modalidad,nivel
197,Universidad de San Pablo - Tucumán,PROFESOR/A UNIVERSITARIO/A EN EDUCACIÓN INICIAL,PROFESORADO UNIVERSITARIO EN EDUCACION INICIAL - CICLO DE COMPLEMENTACION CURRICULAR),R.M./1904/2022,A DISTANCIA,Grado
197,Universidad de San Pablo - Tucumán,PROFESOR/A UNIVERSITARIO/A EN EDUCACIÓN MUSICAL,PROFESORADO UNIVERSITARIO EN EDUCACIÓN MUSICAL - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./1017/2023,A DISTANCIA,Grado
197,Universidad de San Pablo - Tucumán,PROFESOR/A UNIVERSITARIO/A EN EDUCACIÓN PRIMARIA,PROFESORADO UNIVERSITARIO EN EDUCACIÓN PRIMARIA-CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./1696/2023,A DISTANCIA,Grado
197,Universidad de San Pablo - Tucumán,TÉCNICA/O UNIVERSITARIA/O EN TURISMO,LICENCIATURA EN TURISMO,D./342/2026,PRESENCIAL,Pregrado
197,Universidad de San Pablo - Tucumán,TÉCNICO/A EN DESARROLLO SOCIAL,LICENCIATURA EN CIENCIA POLITICA,R.M./1052/2023,A DISTANCIA,Pregrado
197,Universidad de San Pablo - Tucumán,TECNICO/A UNIVERISTARIO/A EN CIENCIA DE DATOS,LICENCIATURA EN CIENCIAS DE DATOS,R.M./1225/2023,A DISTANCIA,Pregrado
197,Universidad de San Pablo - Tucumán,TECNICO/A UNIVERSITARIO/A DE ADMINISTRACIÓN EN SALUD,TECNICATURA UNIVERSITARIA DE ADMINISTRACIÓN EN SALUD,R.M./1885/2022,A DISTANCIA,Pregrado
197,Universidad de San Pablo - Tucumán,TÉCNICO/A UNIVERSITARIO/A DE ADMINISTRACIÓN EN SALUD,TECNICATURA UNIVERSITARIA DE ADMINISTRACIÓN EN SALUD,R.M./30/2018,PRESENCIAL,Pregrado
197,Universidad de San Pablo - Tucumán,TÉCNICO/A UNIVERSITARIO/A EN ADMINISTRACIÓN DE FARMACIA,TECNICATURA UNIVERSITARIA EN ADMINISTRACIÓN DE FARMACIA,R.M./2889/2022,PRESENCIAL,Pregrado
197,Universidad de San Pablo - Tucumán,TÉCNICO/A UNIVERSITARIO/A EN ADMINISTRACIÓN DE FARMACIAS,TECNICATURA UNIVERSITARIA EN ADMINISTRACIÓN DE FARMACIAS,R.M./1432/2023,A DISTANCIA,Pregrado
197,Universidad de San Pablo - Tucumán,TÉCNICO/A UNIVERSITARIO/A EN EMERGENCIAS MÉDICAS,TÉCNICATURA UNIVERSITARIA EN EMERGENCIAS MÉDICAS,D./445/2026,PRESENCIAL,Pregrado
197,Universidad de San Pablo - Tucumán,TÉCNICO/A UNIVERSITARIO/A EN GUARDAPARQUE,TECNICATURA UNIVERSITARIA EN GUARDAPARQUE,R.M./1056/2024,PRESENCIAL,Pregrado
197,Universidad de San Pablo - Tucumán,TECNICO/A UNIVERSITARIO/A EN MAQUINARIAS AGRÍCOLAS PRECISAS,TECNICATURA UNIVERSITARIA EN MAQUINARIAS AGRÍCOLAS PRECISAS,R.M./3291/2022,PRESENCIAL,Pregrado
197,Universidad de San Pablo - Tucumán,TÉCNICO/A UNIVERSITARIO/A EN MÚSICA,TECNICATURA UNIVERSITARIA EN MÚSICA,R.M./1137/2024,A DISTANCIA,Pregrado
197,Universidad de San Pablo - Tucumán,TÉCNICO/A UNIVERSITARIO/A EN PAISAJISMO,TECNICATURA UNIVERSITARIA EN PAISAJISMO,R.M./2013/2021,PRESENCIAL,Pregrado
197,Universidad de San Pablo - Tucumán,"TECNICO/A UNIVERSITARIO/A EN PROTOCOLO, CEREMONIAL Y ORGANIZACION DE EVENTOS","TECNICATURA UNIVERSITARIA EN PROTOCOLO, CEREMONIAL Y ORGANIZACION DE EVENTOS",R.M./3892/2021,A DISTANCIA,Pregrado
197,Universidad de San Pablo - Tucumán,TÉCNICO/A UNIVERSITARIO/A EN SEGURIDAD CIUDADANA,TECNICATURA UNIVERSITARIA EN SEGURIDAD CIUDADANA,R.M./2152/2022,A DISTANCIA,Pregrado
197,Universidad de San Pablo - Tucumán,TÉCNICO/A UNIVERSITARIO/A EN SEGURIDAD PENITENCIARIA,TECNICATURA UNIVERSITARIA EN SEGURIDAD PENITENCIARIA,R.M./3359/2022,A DISTANCIA,Pregrado
197,Universidad de San Pablo - Tucumán,TÉCNICO/A UNIVERSITARIO/A IMPOSITIVO CONTABLE,CONTADOR PÚBLICO,R.M./1493/2012,PRESENCIAL,Grado
197,Universidad de San Pablo - Tucumán,TÉCNICO/A UNIVERSITARIO/AUNIVERSITARIA EN GUÍA DE MONTAÑA,TECNICATURA UNIVERSITARIA EN GUÍA DE MONTAÑA,R.M./1061/2024,PRESENCIAL,Pregrado
197,Universidad de San Pablo - Tucumán,TECNICO EN DESARROLLO SOCIAL, ,R.M.0398/08,PRESENCIAL,Pregrado
197,Universidad de San Pablo - Tucumán,TECNICO EN DISEÑO INDUSTRIAL, ,R.M.0398/08,PRESENCIAL,Pregrado
197,Universidad de San Pablo - Tucumán,TECNICO EN GESTION CULTURAL,LICENCIATURA EN GESTIÓN DE ENTIDADES CULTURALES,R.M./84/2023,A DISTANCIA,Pregrado
197,Universidad de San Pablo - Tucumán,TECNICO EN TAQUIGRAFIA Y ESTENOTIPIA, ,R.M./1688/2011,PRESENCIAL,Pregrado
197,Universidad de San Pablo - Tucumán,TECNICO JURIDICO DE EMPRESAS, ,R.M.0398/08,PRESENCIAL,Pregrado
197,Universidad de San Pablo - Tucumán,"TÉCNICO UNIVERSITARIO EN PROTOCOLO, CEREMONIAL Y ORGANIZACIÓN DE EVENTOS","TECNICATURA UNIVERSITARIA EN PROTOCOLO, CEREMONIAL Y ORGANIZACIÓN DE EVENTOS",R.M./2060/2014,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,ANALISTA DESARROLLADOR/A UNIVERSITARIO/A DE SISTEMAS DE INFORMACIÓN,INGENIERÍA EN SISTEMAS DE INFORMACIÓN,D./54/2025,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,ANALISTA DE SISTEMAS,ANÁLISIS DE SISTEMAS,R.M./2043/2019,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,ANALISTA UNIVERSITARIO/A DESARROLLADOR/A DE SISTEMAS DE INFORMACIÓN,INGENIERÍA EN SISTEMAS DE INFORMACIÓN,D./296/2026,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,ANALISTA UNIVERSITARIO/A DE SISTEMAS,ANALISTA UNIVERSITARIO DE SISTEMAS,R.M./446/2018,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,ANALISTA UNIVERSITARIO/A DE SISTEMAS,ANALISTA UNIVERSITARIO DE SISTEMAS,R.M./440/2018,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,ANALISTA UNIVERSITARIO DE SISTEMAS -(PLAN 1979), ,C.S.,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,"BACHILLERATO PARA ADULTOS DE NIVEL SECUNDARIO CON ORIENTACIÓN EN GESTIÓN Y ADMINISTRACIÓN, ESPECIALIDAD ADMINISTRACIÓN PÚBLICA","BACHILLERATO PARA ADULTOS DE NIVEL SECUNDARIO CON ORIENTACIÓN EN GESTIÓN Y ADMINISTRACIÓN, ESPECIALIDAD ADMINISTRACIÓN PÚBLICA",D./303/2026,PRESENCIAL,Preuniversitario
43,Universidad Tecnológica Nacional,"BACHILLERATO PARA ADULTOS DE NIVEL SECUNDARIO CON ORIENTACIÓN EN GESTIÓN Y ADMINISTRACIÓN, ESPECIALIDAD ADMINISTRACIÓN PÚBLICA","BACHILLERATO PARA ADULTOS DE NIVEL SECUNDARIO CON ORIENTACIÓN EN GESTIÓN Y ADMINISTRACIÓN, ESPECIALIDAD ADMINISTRACIÓN PÚBLICA",R.M./1755/2018 - R.M./1191/2019 - R.M./1038/2024,PRESENCIAL,Preuniversitario
43,Universidad Tecnológica Nacional,"BACHILLER PARA ADULTOS DE NIVEL SECUNDARIO CON ORIENTACIÓN EN GESTIÓN Y ADMINISTRACIÓN, ESPECIALIDAD ADMINISTRACIÓN PÚBLICA",BACHILLERATO PARA ADULTOS DE NIVEL SECUNDARIO CON ORIENTACIÓN EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA,D./587/2026,PRESENCIAL,Preuniversitario
43,Universidad Tecnológica Nacional,BIOINGENIERO/A,BIOINGENIERÍA,D./11/2025,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,DOCTOR/A EN INFORMÁTICA,DOCTORADO EN INFORMÁTICA,R.M./730/2020,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,"DOCTOR/A EN INGENIERÍA, MENCIÓN CIENCIA DE DATOS Y PROCESAMIENTO DE SEÑALES E IMÁGENES","DOCTORADO EN INGENIERÍA, MENCIÓN CIENCIA DE DATOS Y PROCESAMIENTO DE SEÑALES E IMÁGENES",D./651/2026,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,"DOCTOR/A EN INGENIERÍA, MENCIÓN COMPUTACIÓN","DOCTORADO EN INGENIERÍA, MENCIÓN COMPUTACIÓN",R.M./989/2021,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,"DOCTOR/A EN INGENIERÍA, MENCIÓN ELECTRÓNICA","DOCTORADO EN INGENIERÍA, MENCIÓN ELECTRÓNICA",R.M./3877/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,"DOCTOR/A EN INGENIERÍA, MENCIÓN ELECTRÓNICA","DOCTORADO EN INGENIERÍA, MENCIÓN ELECTRÓNICA",R.M./30/2025,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,"DOCTOR/A EN INGENIERÍA, MENCIÓN ELECTRÓNICA","DOCTORADO EN INGENIERÍA, MENCIÓN ELECTRÓNICA",R.M./1480/2022,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,"DOCTOR/A EN INGENIERÍA, MENCIÓN EN ENSAYOS ESTRUCTURALES","DOCTORADO EN INGENIERÍA, MENCIÓN EN ENSAYOS ESTRUCTURALES",R.M./2265/2019,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,"DOCTOR/A EN INGENIERÍA, MENCIÓN INDUSTRIAL","DOCTORADO EN INGENIERÍA, MENCIÓN INDUSTRIAL",R.M./3894/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,DOCTOR/A EN INGENIERÍA- MENCIÓN INDUSTRIAL,DOCTORADO EN INGENIERÍA- MENCIÓN INDUSTRIAL,R.M./1433/2019,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,DOCTOR/A EN INGENIERÍA - MENCIÓN MATERIALES,"DOCTORADO EN INGENIERÍA, MENCIÓN MATERIALES",R.M./1149/2017 - R.M./1228/2018,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,"DOCTOR/A EN INGENIERÍA, MENCIÓN MATERIALES","DOCTORADO EN INGENIERÍA, MENCIÓN MATERIALES",R.M./476/2022,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,"DOCTOR/A EN INGENIERÍA, MENCIÓN MECÁNICA TEÓRICA Y APLICADA","DOCTORADO EN INGENIERÍA, MENCIÓN MECÁNICA TEÓRICA Y APLICADA",R.M./128/2021,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,"DOCTOR/A EN INGENIERÍA, MENCIÓN QUÍMICA","DOCTORADO EN INGENIERÍA, MENCIÓN QUÍMICA",R.M./187/2022,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,"DOCTOR/A EN INGENIERÍA, MENCIÓN SISTEMAS DE INFORMACIÓN","DOCTORADO EN INGENIERÍA, MENCIÓN SISTEMAS DE INFORMACIÓN",R.M./116/2022,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,"DOCTOR/A EN INGENIERÍA, MENCIÓN SISTEMAS DE INFORMACIÓN","DOCTORADO EN INGENIERÍA, MENCIÓN SISTEMAS DE INFORMACIÓN",R.M./2142/2018,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,"DOCTOR/A EN INGENIERÍA, MENCIÓN TECNOLOGÍAS QUÍMICAS","DOCTORADO EN INGENIERÍA, MENCIÓN TECNOLOGÍAS QUÍMICAS",R.M./837/2022,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,DOCTOR EN INFORMÁTICA,DOCTORADO EN INFORMÁTICA,R.M./266/2020,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,DOCTOR EN INFORMÁTICA,DOCTORADO EN INFORMÁTICA,R.M./729/2020,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,"DOCTOR EN INGENIERÍA, CON MENCIÓN EN MATERIALES","DOCTORADO EN INGENIERÍA, CON MENCIÓN EN MATERIALES",R.M./4224/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,"DOCTOR EN INGENIERÍA, CON MENCIÓN EN PROCESAMIENTO DE SEÑALES E IMÁGENES","DOCTORADO EN INGENIERÍA, CON MENCIÓN EN PROCESAMIENTO DE SEÑALES E IMÁGENES",R.M./1958/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,"DOCTOR EN INGENIERÍA, CON MENCIÓN EN PROCESAMIENTO DE SEÑALES E IMÁGENES","DOCTORADO EN INGENIERÍA, CON MENCIÓN EN PROCESAMIENTO DE SEÑALES E IMÁGENES",R.M./3110/2015,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,DOCTOR EN INGENIERÍA MENCIÓN CIVIL-AMBIENTAL, ,R.M./759/2011,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,"DOCTOR EN INGENIERÍA, MENCIÓN EN ENSAYOS ESTRUCTURALES","DOCTORADO EN INGENIERÍA, MENCIÓN EN ENSAYOS ESTRUCTURALES",R.M./2715/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,DOCTOR EN INGENIERIA MENCION EN INGENIERIA EN SISTEMAS DE INFORMACION, ,R.M./725/2007,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,"DOCTOR EN INGENIERÍA, MENCIÓN MECÁNICA TEÓRICA Y APLICADA","DOCTORADO EN INGENIERÍA, MENCIÓN MECÁNICA TEÓRICA Y APLICADA",R.M./3879/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,"DOCTOR EN INGENIERÍA, MENCIÓN SISTEMAS DE INFORMACIÓN","DOCTORADO EN INGENIERÍA, MENCIÓN SISTEMAS DE INFORMACIÓN",R.M./2862/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,"DOCTOR EN INGENIERÍA, MENCIÓN TECNOLOGÍAS QUÍMICAS","DOCTORADO EN INGENIERÍA, MENCIÓN TECNOLOGÍAS QUÍMICAS",R.M./3973/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,"DOCTOR EN INGENIERÍA, MENCIÓN TECNOLOGÍAS QUÍMICAS","DOCTORADO EN INGENIERÍA, MENCIÓN TECNOLOGÍAS QUÍMICAS",R.M./858/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN AUTOMÓVILES DE COMPETICIÓN,ESPECIALIZACIÓN EN AUTOMÓVILES DE COMPETICIÓN,R.M./1749/2023,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN BIOECONOMÍA APLICADA A LA AGROINDUSTRIA,ESPECIALIZACIÓN EN BIOECONOMÍA APLICADA A LA AGROINDUSTRIA,D./194/2025,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN CENTRALES NUCLEARES,ESPECIALIZACIÓN EN CENTRALES NUCLEARES,D./1334/2025,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN CIENCIAS DE LA COMPUTACIÓN CON ORIENTACIÓN BASE DE DATOS,ESPECIALIZACIÓN EN CIENCIAS DE LA COMPUTACIÓN CON ORIENTACIÓN BASE DE DATOS,R.M./632/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN CIENCIAS DE LA COMPUTACIÓN CON ORIENTACIÓN EN BASE DE DATOS,ESPECIALIZACIÓN EN CIENCIAS DE LA COMPUTACIÓN CON ORIENTACIÓN EN BASE DE DATOS,R.M./3778/2019,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN COMPUTACIÓN,ESPECIALIZACIÓN EN COMPUTACIÓN,R.M./4217/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN DESARROLLO SUSTENTABLE DEL HÁBITAT HUMANO,ESPECIALIZACIÓN EN DESARROLLO SUSTENTABLE DEL HÁBITAT HUMANO,R.M./28/2018,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN DESARROLLO SUSTENTABLE DEL HÁBITAT HUMANO,ESPECIALIZACIÓN EN DESARROLLO SUSTENTABLE DEL HÁBITAT HUMANO,R.M./1555/2016,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN DIRECCIÓN Y GESTIÓN DE EMPRESAS AGRO-INDUSTRIALES,ESPECIALIZACIÓN EN DIRECCIÓN Y GESTIÓN DE EMPRESAS AGRO-INDUSTRIALES,D./603/2026,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN DOCENCIA UNIVERSITARIA,ESPECIALIZACIÓN EN DOCENCIA UNIVERSITARIA,R.M./497/2020,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN DOCENCIA UNIVERSITARIA,ESPECIALIZACIÓN EN DOCENCIA UNIVERSITARIA,R.M./1020/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN DOCENCIA UNIVERSITARIA,ESPECIALIZACIÓN EN DOCENCIA UNIVERSITARIA,R.M./643/2018,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN DOCENCIA UNIVERSITARIA,ESPECIALIZACIÓN EN DOCENCIA UNIVERSITARIA,R.M./167/2023,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN DOCENCIA UNIVERSITARIA,ESPECIALIZACIÓN EN DOCENCIA UNIVERSITARIA,R.M./1267/2018,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN DOCENCIA UNIVERSITARIA,ESPECIALIZACIÓN EN DOCENCIA UNIVERSITARIA,R.M./364/2024,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN DOCENCIA UNIVERSITARIA,ESPECIALIZACIÓN EN DOCENCIA UNIVERSITARIA,D./475/2026,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN DOCENCIA UNIVERSITARIA,ESPECIALIZACIÓN EN DOCENCIA UNIVERSITARIA,R.M./937/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN DOCENCIA UNIVERSITARIA,ESPECIALIZACIÓN EN DOCENCIA UNIVERSITARIA,R.M./2819/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN DOCENCIA UNIVERSITARIA,ESPECIALIZACIÓN EN DOCENCIA UNIVERSITARIA,R.M./3253/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN DOCENCIA UNIVERSITARIA,ESPECIALIZACIÓN EN DOCENCIA UNIVERSITARIA,R.M./3863/2019,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN DOCENCIA UNIVERSITARIA,ESPECIALIZACIÓN EN DOCENCIA UNIVERSITARIA,R.M./174/2023,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN DOCENCIA UNIVERSITARIA,ESPECIALIZACIÓN EN DOCENCIA UNIVERSITARIA,R.M./3189/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN DOCENCIA UNIVERSITARIA,ESPECIALIZACIÓN EN DOCENCIA UNIVERSITARIA,R.M./1248/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN DOCENCIA UNIVERSITARIA,ESPECIALIZACIÓN EN DOCENCIA UNIVERSITARIA,R.M./164/2023,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN DOCENCIA UNIVERSITARIA,ESPECIALIZACIÓN EN DOCENCIA UNIVERSITARIA,R.M./165/2023,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN DOCENCIA UNIVERSITARIA,ESPECIALIZACIÓN EN DOCENCIA UNIVERSITARIA,R.M./1598/2022,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,"ESPECIALISTA EN ENERGÍA ELÉCTRICA, CON MENCIÓN EN GENERACIÓN, CON MENCIÓN EN TRANSMISIÓN Y DISTRIBUCIÓN","ESPECIALIZACIÓN EN ENERGÍA ELÉCTRICA, CON MENCIÓN EN GENERACIÓN, CON MENCIÓN EN TRANSMISIÓN Y DISTRIBUCIÓN",R.M./61/2018,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,"ESPECIALISTA EN ENERGÍA ELÉCTRICA, MENCIÓN GENERACIÓN Y MENCIÓN TRANSMISIÓN Y DISTRIBUCIÓN","ESPECIALIZACIÓN EN ENERGÍA ELÉCTRICA, MENCIÓN EN GENERACIÓN Y MENCIÓN EN TRANSMISIÓN Y DISTRIBUCIÓN",R.M./674/2019,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,"ESPECIALISTA EN ENERGÍA ELÉCTRICA, MENCIÓN GENERACIÓN Y MENCIÓN TRANSMISIÓN Y DISTRIBUCIÓN","ESPECIALIZACIÓN EN ENERGÍA ELÉCTRICA, MENCIÓN GENERACIÓN Y MENCIÓN TRANSMISIÓN Y DISTRIBUCIÓN",R.M./294/2020,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN ENSAYOS NO DESTRUCTIVOS,ESPECIALIZACIÓN EN ENSAYOS ESTRUCTURALES Y ENSAYOS NO DESTRUCTIVOS,R.M./2853/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN ENSEÑANZA E INNOVACIÓN PARA CARRERAS TECNOLÓGICAS,ESPECIALIZACIÓN EN ENSEÑANZA E INNOVACIÓN PARA CARRERAS TECNOLÓGICAS,D./609/2026,A DISTANCIA,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN ERGONOMÍA,ESPECIALIZACIÓN EN ERGONOMÍA,R.M./145/2018,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN ERGONOMÍA,ESPECIALIZACIÓN EN ERGONOMÍA,R.M./956/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN ERGONOMÍA,ESPECIALIZACIÓN EN ERGONOMÍA,R.M./768/2022,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN ERGONOMÍA,ESPECIALIZACIÓN EN ERGONOMÍA,R.M./1206/2023,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN GESTIÓN DE LA INNOVACIÓN EN EMPRESAS TEXTILES Y DE LA MODA,ESPECIALIZACIÓN EN GESTIÓN DE LA INNOVACIÓN EN EMPRESAS TEXTILES Y DE LA MODA,R.M./398/2020 - D./1304/2025,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN GESTIÓN DE LA INNOVACIÓN Y LA VINCULACIÓN TECNOLÓGICA, ,R.M./2145/2012,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN GESTION DE SISTEMAS AGROALIMENTARIOS, ,R.M./847/2011,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN GESTIÓN LOGÍSTICA INTEGRAL DE LA CADENA DE SUMINISTROS,ESPECIALIZACIÓN EN GESTIÓN LOGÍSTICA INTEGRAL DE LA CADENA DE SUMINISTROS,R.M./281/2024,A DISTANCIA,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN HIDROINFORMÁTICA,ESPECIALIZACIÓN EN HIDROINFORMÁTICA,D./319/2026,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN HIGIENE Y SEGURIDAD EN EL TRABAJO,ESPECIALIZACIÓN EN HIGIENE Y SEGURIDAD EN EL TRABAJO,R.M./390/2022,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN HIGIENE Y SEGURIDAD EN EL TRABAJO,ESPECIALIZACIÓN EN HIGIENE Y SEGURIDAD EN EL TRABAJO,R.M./855/2016,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN HIGIENE Y SEGURIDAD EN EL TRABAJO,ESPECIALIZACIÓN EN HIGIENE Y SEGURIDAD EN EL TRABAJO,R.M./1056/2020,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN HIGIENE Y SEGURIDAD EN EL TRABAJO,ESPECIALIZACIÓN EN HIGIENE Y SEGURIDAD EN EL TRABAJO,R.M./223/2018,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN HIGIENE Y SEGURIDAD EN EL TRABAJO,ESPECIALIZACIÓN EN HIGIENE Y SEGURIDAD EN EL TRABAJO,R.M./332/2022,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN HIGIENE Y SEGURIDAD EN EL TRABAJO,ESPECIALIZACIÓN EN HIGIENE Y SEGURIDAD EN EL TRABAJO,R.M./2779/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN HIGIENE Y SEGURIDAD EN EL TRABAJO,ESPECIALIZACIÓN EN HIGIENE Y SEGURIDAD EN EL TRABAJO,R.M./1350/2018,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN HIGIENE Y SEGURIDAD EN EL TRABAJO,ESPECIALIZACIÓN EN HIGIENE Y SEGURIDAD EN EL TRABAJO,R.M./366/2021,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN HIGIENE Y SEGURIDAD EN EL TRABAJO,ESPECIALIZACIÓN EN HIGIENE Y SEGURIDAD EN EL TRABAJO,R.M./2406/2021,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN HIGIENE Y SEGURIDAD EN EL TRABAJO,ESPECIALIZACIÓN EN HIGIENE Y SEGURIDAD EN EL TRABAJO,R.M./1108/2004 - R.M./0846 (REG.STA.FE)/2013 - R.M./1686 (REG.CORDOBA)/2013 - R.M./1323/2015 - R.M./1686/2013 - R.M./846/2013 - 1931,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,ESPECIALISTA EN HIGIENE Y SEGURIDAD EN EL TRABAJO,ESPECIALIZACIÓN EN HIGIENE Y SEGURIDAD EN EL TRABAJO,R.M./184/2023,PRESENCIAL,Posgrado
